"('mid',)","('averageRating',)","('numVotes',)"
tt3997452,8.2,3156
tt3997456,8.1,3195
tt3997466,7.9,2121
tt3997474,7.7,121
tt3997478,7.7,131
tt3997480,7.6,117
tt3997482,7.5,123
tt3997488,7.9,3109
tt3997490,7.9,2968
tt3997492,8.3,3175
tt3998340,8.3,145
tt3998342,8.4,134
tt3998346,8.3,132
tt3998348,8.6,142
tt3998350,8.2,132
tt3998354,9.0,153
tt3998356,8.5,140
tt3998358,8.7,132
tt3998408,6.6,1395
tt3998414,6.9,1067
tt3998416,7.4,977
tt3999186,4.5,180
tt3999226,7.1,1879
tt3999228,8.1,1901
tt3999272,8.1,1507
tt3999280,8.8,1178
tt3999282,7.4,821
tt3999284,7.4,832
tt3999286,8.2,882
tt4000488,6.5,140
tt4000512,8.5,1099
tt4000670,7.2,1173
tt4000676,6.5,124
tt4000768,5.7,125
tt4000782,8.3,10086
tt4000790,7.7,219
tt4000792,8.2,234
tt4000794,7.4,134
tt4000870,5.4,2717
tt4000936,5.4,369
tt4000956,4.8,1461
tt4001064,8.5,6825
tt4001070,8.7,6382
tt4001074,8.6,6432
tt4001078,8.2,166
tt4001082,9.3,7318
tt4001084,9.1,6943
tt4001088,9.4,8729
tt4001090,9.4,8769
tt4001092,8.9,6396
tt4001236,8.7,230
tt4001992,7.1,310
tt4002088,9.2,162
tt4002136,6.7,200
tt4002176,6.5,120
tt4002200,5.4,697
tt4002210,4.1,219
tt4002314,8.9,108
tt4002772,6.2,1245
tt4002884,4.8,122
tt4002892,7.1,313
tt4003046,6.1,4205
tt4003066,4.6,4321
tt4003070,7.9,4721
tt4003396,7.1,124
tt4003440,6.8,70922
tt4003452,9.1,296
tt4003648,7.8,332
tt4003750,7.6,1284
tt4003774,6.8,1998
tt4003798,7.8,142
tt4003800,7.9,143
tt4003912,3.8,296
tt4003966,6.9,5079
tt4004036,6.7,118
tt4004074,7.3,763
tt4004078,8.2,784
tt4004084,4.5,459
tt4004102,8.1,1723
tt4004172,8.6,491
tt4004244,7.8,219
tt4004276,5.7,143
tt4004586,7.6,342
tt4004588,7.5,272
tt4004608,3.3,136
tt4004682,7.1,340
tt4004696,7.2,307
tt4004700,7.4,268
tt4004718,7.0,306
tt4005268,7.8,160
tt4005402,7.1,52446
tt4005510,4.0,278
tt4005642,5.8,262
tt4005668,6.4,404
tt4005728,8.5,118
tt4005920,7.3,165
tt4006044,6.0,251
tt4006302,6.1,10544
tt4006384,6.8,133
tt4006442,8.7,1044
tt4006454,8.9,1004
tt4006456,8.7,996
tt4006458,8.3,918
tt4006460,9.2,1271
tt4006462,8.2,935
tt4006464,8.5,936
tt4006470,9.2,1312
tt4006472,8.6,922
tt4006502,7.3,773
tt4006504,7.6,855
tt4006548,9.6,11948
tt4006570,7.9,3852
tt4006572,8.3,3912
tt4006574,8.4,4109
tt4006576,8.0,4040
tt4006578,9.1,6039
tt4006582,8.4,4380
tt4006584,8.7,4540
tt4006586,8.1,3872
tt4006588,8.7,4771
tt4006590,8.7,4334
tt4006594,8.3,3865
tt4006596,8.8,4367
tt4006598,8.4,4027
tt4006600,8.3,3980
tt4006602,8.9,4827
tt4006604,8.2,5291
tt4006606,8.4,3803
tt4006754,8.0,245
tt4006794,5.8,857
tt4006826,7.7,288
tt4006906,5.3,270
tt4007016,5.0,518
tt4007068,5.7,277
tt4007078,7.5,292
tt4007162,5.3,389
tt4007202,6.5,216
tt4007248,5.9,6371
tt4007276,7.0,114
tt4007374,6.6,151
tt4007410,6.2,110
tt4007444,8.4,159
tt4007494,8.1,534
tt4007502,6.8,15796
tt4007534,5.1,106
tt4007554,8.0,670
tt4007558,3.6,5576
tt4007618,4.1,177
tt4008352,7.6,170
tt4008392,5.0,169
tt4008500,7.4,404
tt4008518,6.8,855
tt4008566,4.6,3628
tt4008606,6.7,327
tt4008638,8.0,231
tt4008644,6.5,300
tt4008652,7.2,3885
tt4008758,7.0,4209
tt4008780,6.3,114
tt4008812,6.3,113
tt4008830,7.1,129
tt4008864,5.6,132
tt4008866,5.1,583
tt4008868,7.8,343
tt4009278,5.7,12803
tt4009348,7.6,142
tt4009460,1.4,15807
tt4009492,7.9,905
tt4009520,8.5,459
tt4009540,7.8,142
tt4009714,7.9,373
tt4009716,7.4,111
tt4009728,7.1,585
tt4009734,6.4,975
tt4009746,7.1,115
tt4009794,6.8,183
tt4009820,7.1,124
tt4009916,7.4,220
tt4010076,8.5,213
tt4010204,4.8,113
tt4010220,8.4,336
tt4010302,5.2,937
tt4010306,4.9,312
tt4010848,4.3,246
tt4010862,4.9,2687
tt4010918,7.1,2454
tt4011000,7.0,128
tt4011010,4.6,1162
tt4011064,6.0,370
tt4011172,5.6,338
tt4011400,8.0,150
tt4011466,5.3,135
tt4011512,7.5,116
tt4012152,5.8,151
tt4012160,7.1,121
tt4012162,7.5,121
tt4012164,7.5,126
tt4012166,7.0,126
tt4012230,3.6,239
tt4012254,5.9,1863
tt4012424,7.2,1897
tt4012432,6.3,230
tt4012522,7.8,576
tt4012538,8.5,730
tt4012552,8.2,583
tt4012648,8.6,172
tt4012664,5.7,327
tt4012676,7.8,575
tt4012684,8.3,146
tt4012914,6.7,763
tt4012916,7.7,146
tt4012932,4.9,343
tt4012936,6.2,104
tt4014108,7.0,103
tt4014134,8.2,470
tt4014320,9.1,1471
tt4014472,6.3,315
tt4015216,8.3,3778
tt4015440,7.5,235
tt4015478,4.9,262
tt4015496,5.8,1697
tt4015500,7.2,17412
tt4015506,5.4,142
tt4015542,5.8,321
tt4015560,8.2,162
tt4015600,8.3,252
tt4015630,7.4,297
tt4015642,5.7,619
tt4015930,3.8,224
tt4015994,8.4,1639
tt4016046,4.5,278
tt4016102,8.2,5338
tt4016174,7.0,405
tt4016226,7.8,3102
tt4016250,6.6,3402
tt4016294,5.7,1216
tt4016312,4.9,331
tt4016320,8.0,114
tt4016396,6.6,237
tt4016426,7.1,252
tt4016454,6.3,121108
tt4016512,7.7,311
tt4016588,6.7,2572
tt4016594,8.2,318
tt4016612,6.5,321
tt4016634,7.2,120
tt4016662,5.8,129
tt4016678,7.8,1747
tt4016728,8.1,204
tt4016934,8.1,135607
tt4016942,7.1,2099
tt4016952,8.0,413
tt4016994,7.5,2450
tt4017032,8.0,106
tt4017052,5.8,443
tt4017096,6.8,247
tt4017136,7.9,137
tt4017144,8.2,108
tt4017394,8.0,860
tt4017558,4.4,154
tt4017786,9.3,8110
tt4017802,7.8,174
tt4017804,7.6,158
tt4017806,7.3,161
tt4017810,7.6,151
tt4017892,7.5,325
tt4017986,7.8,458
tt4017996,7.9,5649
tt4018318,8.5,155
tt4018328,7.5,983
tt4018330,5.3,1196
tt4018366,7.9,781
tt4018492,5.8,621
tt4018496,9.0,955
tt4018600,8.0,815
tt4018604,7.5,1297
tt4018700,8.1,537
tt4018944,7.6,182
tt4019142,6.6,221
tt4019346,4.7,309
tt4019358,7.8,623
tt4019364,8.3,692
tt4019426,6.6,3184
tt4019556,7.7,1775
tt4019560,4.3,15236
tt4019578,7.4,495
tt4019666,4.5,154
tt4019700,7.8,196
tt4019790,7.7,226
tt4019794,8.7,259
tt4020036,7.6,413
tt4020076,6.5,211
tt4020146,6.4,412
tt4020156,8.3,993
tt4020230,5.8,562
tt4020248,5.7,217
tt4020312,3.2,593
tt4020368,7.3,388
tt4020380,7.4,380
tt4020402,7.3,351
tt4020454,7.7,258
tt4020624,5.7,5521
tt4020978,8.6,407
tt4020986,6.1,598
tt4020996,8.6,162
tt4021078,7.8,1543
tt4021082,7.3,327
tt4021084,6.7,573
tt4021086,8.1,474
tt4021088,7.7,269
tt4021090,7.1,266
tt4021190,5.6,592
tt4022176,8.9,171
tt4022258,4.1,371
tt4022260,8.4,468
tt4022262,8.6,571
tt4022266,8.5,519
tt4022276,8.5,557
tt4022278,4.7,693
tt4022280,9.2,980
tt4022394,8.1,602
tt4022440,6.2,644
tt4022534,7.9,225
tt4022696,5.4,143
tt4022758,3.7,346
tt4023224,9.5,6241
tt4023290,7.8,148
tt4023852,4.3,1192
tt4023894,5.8,159
tt4023900,8.4,218
tt4024066,7.9,304
tt4024070,7.9,283
tt4024076,7.0,258
tt4024078,7.8,284
tt4024104,7.0,951
tt4024120,5.2,106
tt4024124,7.6,988
tt4024210,5.7,1182
tt4024368,4.5,189
tt4024410,6.3,117
tt4024506,6.8,146
tt4024520,7.0,122
tt4024536,4.9,127
tt4024546,5.5,1515
tt4024688,7.4,132
tt4024758,8.8,2576
tt4024814,5.3,2093
tt4024832,6.8,130
tt4024836,7.6,316
tt4024838,7.6,296
tt4024902,8.2,174
tt4024910,8.2,177
tt4024944,6.2,1641
tt4025156,6.8,365
tt4025194,5.9,635
tt4025456,6.3,170
tt4025514,7.4,19961
tt4025540,8.1,875
tt4025560,1.3,294
tt4025594,4.1,592
tt4025798,3.2,249
tt4025808,7.6,288
tt4025942,8.7,1279
tt4025946,8.6,1013
tt4026034,7.2,1992
tt4026044,5.9,372
tt4026132,8.5,985
tt4026312,8.7,825
tt4026318,7.9,367
tt4026328,7.5,280
tt4026336,7.8,124
tt4026520,7.7,375
tt4026530,7.6,361
tt4026532,8.1,296
tt4026562,4.8,1311
tt4026570,7.1,449
tt4026600,2.8,416
tt4026642,6.9,466
tt4026650,7.8,351
tt4026914,6.3,793
tt4027082,9.2,969
tt4027084,9.4,1414
tt4027088,8.0,306
tt4027210,7.4,116
tt4027270,6.1,1278
tt4027294,7.6,108
tt4027296,7.1,193
tt4027504,6.3,1689
tt4027736,5.3,135
tt4027772,8.1,556
tt4027918,5.8,117
tt4028058,6.7,320
tt4028060,8.1,166
tt4028064,6.8,250
tt4028134,4.1,2035
tt4028312,5.9,113
tt4028442,7.5,135
tt4028464,7.0,4308
tt4028534,6.7,1149
tt4028748,6.8,358
tt4028876,6.7,229
tt4029262,5.0,160
tt4029356,5.9,906
tt4029382,7.9,159
tt4029414,5.2,114
tt4029524,6.6,240
tt4029572,7.4,120
tt4029624,7.5,873
tt4029868,7.6,345
tt4029964,7.5,214
tt4029966,7.9,223
tt4029998,6.5,1503
tt4030014,5.8,141
tt4030116,8.4,514
tt4030166,8.4,122
tt4030172,8.1,370
tt4030292,7.8,158
tt4030354,4.7,188
tt4030370,8.8,215
tt4030396,7.9,527
tt4030442,4.9,3236
tt4030502,5.3,111
tt4030560,4.0,513
tt4030586,8.6,1987
tt4030588,9.3,2384
tt4030590,8.5,1714
tt4030596,8.7,1746
tt4030600,4.3,23540
tt4030604,9.0,753
tt4030606,7.2,138
tt4030700,8.8,672
tt4030720,7.9,1196
tt4030898,2.0,177
tt4031032,3.6,116
tt4031066,8.8,203
tt4031068,8.7,171
tt4031126,4.3,3100
tt4031218,7.4,374
tt4031224,8.4,3797
tt4032208,7.3,185
tt4032214,7.4,905
tt4032278,6.0,176
tt4032428,4.2,461
tt4032450,5.1,420
tt4032496,6.6,157
tt4032526,6.8,120
tt4032570,5.6,128
tt4032674,7.8,282
tt4032718,9.3,121
tt4032804,7.5,185
tt4032806,7.5,168
tt4032808,7.5,161
tt4032810,7.7,162
tt4032814,7.7,151
tt4032858,9.1,4355
tt4033216,6.3,179
tt4033254,9.0,5721
tt4033696,3.2,833
tt4033704,6.7,514
tt4033736,7.9,524
tt4033858,9.8,124
tt4033926,6.5,1502
tt4034064,6.7,175
tt4034118,4.3,141
tt4034202,7.6,1700
tt4034208,6.1,1824
tt4034228,7.8,270361
tt4034254,7.8,288
tt4034260,7.8,469
tt4034322,8.1,215
tt4034348,7.9,104
tt4034354,6.9,114034
tt4034360,7.8,235
tt4034380,5.1,655
tt4034390,4.6,312
tt4034398,6.5,747
tt4034414,6.9,563
tt4034452,6.5,7642
tt4034622,7.5,304
tt4034808,6.0,152
tt4034834,8.0,175
tt4034844,2.9,352
tt4034954,9.0,185
tt4034956,9.7,435
tt4035070,7.0,175
tt4035072,7.2,147
tt4035138,8.1,426
tt4035250,8.3,3557
tt4035268,5.8,1942
tt4035304,5.7,284
tt4035340,9.1,5276
tt4035574,7.4,1906
tt4035800,7.3,216
tt4035864,6.2,371
tt4035866,4.9,117
tt4035898,4.8,4680
tt4035980,7.8,421
tt4035998,7.7,436
tt4036090,6.3,361
tt4036176,7.9,164
tt4036256,7.5,141
tt4036260,7.5,135
tt4036262,7.5,137
tt4036312,8.0,149
tt4036488,6.8,1067
tt4036514,6.0,388
tt4036850,6.4,328
tt4036862,7.1,142
tt4036868,7.3,114
tt4036874,7.3,102
tt4036886,7.1,4605
tt4037144,9.0,1097
tt4037150,7.6,166
tt4037526,8.3,160
tt4037708,7.5,899
tt4037850,8.6,180
tt4037876,6.7,297
tt4037954,8.5,154
tt4038034,7.4,236
tt4038038,7.4,227
tt4038046,7.3,102
tt4038048,7.6,143
tt4038050,7.7,216
tt4038108,6.1,454
tt4038364,8.0,257
tt4038414,6.5,191
tt4038488,6.5,164
tt4038542,7.8,159
tt4038658,7.4,873
tt4038670,5.3,627
tt4038702,8.0,308
tt4038710,7.8,485
tt4038728,7.9,320
tt4038806,4.2,384
tt4038840,7.7,302
tt4038850,7.5,521
tt4038860,7.1,510
tt4038864,7.3,489
tt4038966,6.4,608
tt4038968,7.5,114
tt4038978,7.3,307
tt4039414,7.7,224
tt4039416,7.9,144
tt4039418,7.9,177
tt4039420,7.9,144
tt4039422,7.9,159
tt4039424,8.0,143
tt4039540,7.5,267
tt4039820,7.8,595
tt4039862,8.1,131
tt4040042,5.4,785
tt4040072,5.5,1718
tt4040386,6.3,208
tt4040438,8.5,150
tt4040514,8.5,121
tt4040518,8.5,137
tt4040522,8.5,143
tt4040524,8.5,136
tt4040530,7.3,1553
tt4040540,8.2,483
tt4040616,5.9,124
tt4040650,8.0,104
tt4040758,7.1,741
tt4040760,6.4,730
tt4040882,6.4,112
tt4040888,7.0,492
tt4040892,8.3,221
tt4040896,7.6,258
tt4040900,7.6,267
tt4040964,5.5,171
tt4040988,7.5,242
tt4041064,7.7,169
tt4041170,6.8,215
tt4041278,5.8,271
tt4041320,5.3,158
tt4041382,6.7,1168
tt4041476,4.4,1506
tt4041680,9.6,5646
tt4041694,3.0,373
tt4041698,8.2,311
tt4041734,8.3,233
tt4041748,8.0,164
tt4041756,8.4,310
tt4041916,4.4,207
tt4041930,7.6,326
tt4042182,7.9,523
tt4042326,3.8,111
tt4042640,5.5,343
tt4042814,6.5,465
tt4042818,6.1,6599
tt4042944,7.9,168
tt4042994,6.9,2500
tt4043088,8.9,145
tt4043144,8.3,678
tt4043248,7.4,143
tt4043502,5.1,113
tt4043562,8.0,165
tt4043604,7.7,295
tt4044024,9.1,12882
tt4044196,8.5,897
tt4044364,8.0,54968
tt4044464,5.1,1658
tt4044600,9.3,1414
tt4044896,3.2,735
tt4044970,5.3,708
tt4045104,7.3,148
tt4045106,7.5,152
tt4045112,7.2,143
tt4045114,8.0,179
tt4045150,7.6,288
tt4045202,7.9,1201
tt4045288,1.0,228
tt4045340,6.1,481
tt4045384,4.2,205
tt4045436,7.5,128
tt4045476,8.0,687
tt4045478,8.0,531
tt4045488,6.1,120
tt4045510,6.7,765
tt4045602,7.9,1184
tt4045658,7.9,1306
tt4045660,8.2,1348
tt4045662,8.2,530
tt4045666,5.7,354
tt4045732,4.7,231
tt4045862,7.9,1996
tt4045894,5.0,1217
tt4045906,8.2,160
tt4046020,7.1,160
tt4046026,6.9,148
tt4046042,8.3,410
tt4046282,6.7,837
tt4046642,8.1,357
tt4046740,7.1,103
tt4046784,6.3,241265
tt4046922,9.3,158
tt4047038,8.2,48815
tt4047082,8.1,884
tt4047104,7.8,1644
tt4047112,7.6,1182
tt4047132,4.3,103
tt4047140,5.3,1122
tt4047150,4.9,126
tt4047164,8.0,185
tt4047350,6.4,1017
tt4047672,6.9,618
tt4047750,8.2,151
tt4047752,4.5,458
tt4047846,7.1,1131
tt4048050,6.7,3521
tt4048168,6.3,975
tt4048186,3.6,596
tt4048256,3.8,300
tt4048272,7.3,47542
tt4048380,7.7,139
tt4048628,5.0,175
tt4048668,6.0,4254
tt4048674,3.4,337
tt4048698,5.7,115
tt4048732,4.4,253
tt4048758,8.7,102
tt4048942,7.6,2586
tt4048964,2.9,141
tt4048968,7.6,253
tt4048992,7.6,242
tt4049256,7.3,560
tt4049372,7.4,554
tt4049416,5.3,141
tt4049582,7.9,3936
tt4049694,6.1,183
tt4049914,8.1,430
tt4049956,6.6,175
tt4049970,6.8,119
tt4050240,5.7,241
tt4050446,6.4,624
tt4050552,8.2,5379
tt4050554,7.5,487
tt4050594,7.4,313
tt4050596,4.0,452
tt4050674,7.5,229
tt4050936,7.8,166
tt4051678,6.0,247
tt4051832,8.1,19169
tt4051850,5.9,398
tt4051872,8.6,313
tt4051908,8.4,238
tt4051912,8.9,318
tt4051972,5.6,223
tt4052010,9.3,1657
tt4052016,5.0,198
tt4052050,5.2,8336
tt4052098,8.5,1522
tt4052108,8.2,388
tt4052178,7.2,1302
tt4052400,3.5,141
tt4052756,4.3,191
tt4052882,6.3,129366
tt4052884,8.4,1358
tt4052886,8.2,304997
tt4052958,7.2,280
tt4052960,7.0,218
tt4052964,6.8,196
tt4053000,6.4,114
tt4053394,7.6,112
tt4053400,7.4,101
tt4053592,8.1,281
tt4053634,7.9,735
tt4053684,5.3,274
tt4054004,5.0,1756
tt4054008,4.0,416
tt4054082,8.1,560
tt4054094,8.1,575
tt4054174,7.6,1896
tt4054258,8.6,2075
tt4054278,8.0,249
tt4054280,7.9,241
tt4054502,5.9,105
tt4054654,4.7,8712
tt4054674,8.1,458
tt4054678,4.7,113
tt4054704,8.5,525
tt4054760,6.1,172
tt4054854,8.9,104
tt4054936,7.5,124
tt4054952,7.4,2651
tt4055148,8.6,387
tt4055530,7.1,163
tt4056348,8.9,1847
tt4056490,8.3,102
tt4056574,7.0,917
tt4056624,7.9,323
tt4056654,7.5,506
tt4056738,6.1,7698
tt4056784,8.3,313
tt4056788,7.2,264
tt4056808,7.7,685
tt4056868,9.0,127
tt4056870,9.2,144
tt4056872,8.6,106
tt4056874,8.6,105
tt4056878,8.4,108
tt4056880,8.2,101
tt4056882,8.1,103
tt4056884,7.7,423
tt4056886,7.5,416
tt4056888,8.2,659
tt4056890,8.0,557
tt4056892,8.6,701
tt4056894,8.3,665
tt4056896,7.3,443
tt4056898,8.4,677
tt4056974,6.3,242
tt4057054,8.4,113
tt4057144,6.9,233
tt4057146,5.5,781
tt4057164,7.4,8494
tt4057166,7.8,9664
tt4057168,8.2,9167
tt4057170,7.7,7646
tt4057172,8.7,9458
tt4057174,8.1,10927
tt4057176,8.3,8254
tt4057246,8.3,118
tt4057258,6.3,180
tt4057372,10.0,34897
tt4057376,6.9,5082
tt4057466,7.2,675
tt4057490,7.5,131
tt4057632,7.2,2365
tt4057828,7.7,547
tt4057844,7.0,684
tt4057916,4.3,565
tt4057954,8.8,4654
tt4057962,9.3,5990
tt4057974,8.6,4147
tt4057998,6.6,351
tt4058012,6.7,3004
tt4058120,7.2,527
tt4058122,4.9,407
tt4058210,6.3,1653
tt4058218,5.8,966
tt4058346,6.3,660
tt4058368,5.7,2230
tt4058392,8.0,107
tt4058426,8.2,2087
tt4058500,6.7,3783
tt4058572,5.2,443
tt4058836,2.4,2677
tt4058910,5.9,121
tt4059112,4.0,153
tt4059460,3.4,654
tt4059516,3.6,428
tt4059566,7.4,386
tt4059636,6.4,366
tt4059646,7.1,387
tt4059652,6.2,256
tt4059696,5.1,138
tt4059702,3.2,2261
tt4059798,8.1,338
tt4059886,8.1,2826
tt4059976,8.1,194
tt4060006,5.8,914
tt4060030,5.0,700
tt4060244,4.7,116
tt4060544,3.7,3557
tt4060576,4.6,3064
tt4060592,7.3,298
tt4060860,7.9,280
tt4060866,4.1,2553
tt4060920,7.8,253
tt4060938,7.8,113
tt4060962,4.7,490
tt4060988,3.0,126
tt4061010,5.3,9720
tt4061068,8.7,9792
tt4061074,8.7,9429
tt4061080,7.7,41213
tt4061178,7.9,1868
tt4061196,6.3,613
tt4061268,7.7,377
tt4061284,7.0,131
tt4061360,6.1,142
tt4061364,7.5,109
tt4061482,7.2,459
tt4061494,7.9,141
tt4061558,4.0,266
tt4061620,7.5,4337
tt4061640,7.7,1007
tt4061726,8.3,499
tt4061760,6.3,150
tt4061844,8.6,128
tt4061848,5.3,428
tt4061876,6.7,294
tt4061880,8.4,123
tt4061894,8.4,744
tt4061908,4.4,658
tt4061944,7.4,746
tt4062084,8.1,528
tt4062208,6.8,580
tt4062328,9.1,2923
tt4062368,7.5,479
tt4062524,2.9,1173
tt4062536,7.0,118008
tt4062640,9.2,2176
tt4062812,6.9,1180
tt4062896,5.0,304
tt4062918,8.2,122
tt4063176,7.2,836
tt4063178,5.5,1580
tt4063314,7.9,689
tt4063326,7.9,1780
tt4063438,6.4,274
tt4063608,5.9,490
tt4063638,7.7,2154
tt4063710,8.1,417
tt4063716,8.0,386
tt4063718,7.9,380
tt4063800,8.7,10730
tt4064296,7.3,839
tt4064460,6.3,191
tt4064498,6.3,674
tt4064654,8.5,1451
tt4064912,5.1,228
tt4065010,6.3,138
tt4065066,3.2,422
tt4065084,8.3,158
tt4065178,7.6,400
tt4065212,4.5,1666
tt4065214,4.9,117
tt4065260,5.9,101
tt4065308,6.0,1104
tt4065316,6.4,1897
tt4065324,5.9,1325
tt4065336,7.5,1340
tt4065340,4.4,1403
tt4065400,6.5,315
tt4065412,5.6,144
tt4065414,7.3,1188
tt4065426,5.8,132
tt4065452,9.6,117
tt4065456,8.8,2566
tt4065496,8.4,179
tt4065552,7.7,10927
tt4065580,8.2,711
tt4065594,8.9,9611
tt4065622,7.8,208
tt4065694,8.2,167
tt4065842,6.9,1159
tt4066000,4.0,348
tt4066088,8.9,1946
tt4066210,1.4,179
tt4066230,8.4,167
tt4066234,8.8,184
tt4066236,7.5,115
tt4066238,7.6,117
tt4066242,7.4,111
tt4066244,7.7,109
tt4066246,7.4,123
tt4066250,7.7,105
tt4066262,6.5,713
tt4066276,7.7,104
tt4066278,7.9,123
tt4066298,7.8,457
tt4066390,7.8,355
tt4066398,7.8,341
tt4066660,7.5,222
tt4066676,8.0,180
tt4066748,7.3,335
tt4066836,5.7,650
tt4066950,7.9,366
tt4066958,5.3,537
tt4067010,8.5,820
tt4067062,5.5,357
tt4067066,6.8,612
tt4067076,6.8,1714
tt4067084,7.2,2328
tt4067106,8.3,3109
tt4067120,6.3,307
tt4067144,6.8,244
tt4067162,7.7,628
tt4067256,6.4,2235
tt4067324,4.7,207
tt4067382,8.3,381
tt4067420,6.7,1096
tt4067554,8.9,104
tt4067616,8.9,376
tt4067636,8.7,291
tt4067704,7.4,578
tt4067860,8.3,161
tt4067862,8.5,183
tt4067864,8.6,256
tt4067866,8.3,168
tt4067868,8.1,156
tt4067870,8.2,164
tt4067872,8.1,142
tt4067874,8.3,148
tt4067876,8.5,151
tt4067878,8.5,163
tt4067880,8.2,142
tt4067964,8.5,1701
tt4068178,7.6,172
tt4068182,7.1,174
tt4068186,7.1,158
tt4068576,7.3,28058
tt4068586,5.4,214
tt4068632,4.3,103
tt4068834,2.5,319
tt4069154,7.7,3837
tt4069160,8.7,2543
tt4069184,5.3,255
tt4069220,7.1,317
tt4069316,4.7,260
tt4069466,9.1,492
tt4070008,8.3,1003
tt4070010,7.7,923
tt4070228,7.8,115
tt4070410,7.4,539
tt4070812,7.8,233
tt4070912,6.6,145
tt4071016,7.9,364
tt4071020,7.3,330
tt4071086,6.4,1473
tt4071224,8.1,317
tt4071282,6.9,519
tt4071386,7.6,348
tt4071498,6.5,1266
tt4071518,8.1,505
tt4071558,7.8,1703
tt4071576,8.0,428
tt4071580,7.6,582
tt4071596,8.3,3938
tt4071618,8.1,1521
tt4072006,8.7,357
tt4072296,4.8,227
tt4072326,6.9,5167
tt4072352,7.4,942
tt4072368,5.9,248
tt4072418,6.8,370
tt4073070,7.5,1408
tt4073074,7.8,1311
tt4073120,7.6,190
tt4073166,6.4,421
tt4073180,7.6,525
tt4073304,5.1,1046
tt4073314,3.8,116
tt4073450,7.2,281
tt4073582,4.8,194
tt4073660,8.0,162
tt4073682,6.1,1527
tt4073696,6.9,1373
tt4073716,6.0,115
tt4073776,7.7,189
tt4073790,5.7,31465
tt4073796,8.0,194
tt4073812,7.5,153
tt4073850,8.2,531
tt4073868,6.6,341
tt4073890,2.7,3026
tt4073896,7.8,319
tt4073900,8.2,302
tt4073902,7.8,302
tt4073904,8.1,290
tt4073936,6.1,286
tt4073952,6.8,2561
tt4074084,7.5,4922
tt4074088,7.8,338
tt4074114,5.1,374
tt4074180,8.4,163
tt4074274,8.6,197
tt4074280,8.8,215
tt4074288,8.2,173
tt4074304,7.0,1356
tt4074306,7.8,355
tt4074364,5.8,3840
tt4074374,7.0,2525
tt4074380,8.0,295
tt4074382,8.0,289
tt4074388,7.8,466
tt4074402,8.2,1405
tt4074448,7.5,220
tt4074450,7.4,203
tt4074470,9.2,2197
tt4074502,6.9,1177
tt4074652,6.4,376
tt4074698,5.4,181
tt4074772,9.1,1356
tt4074858,8.7,633
tt4074928,5.9,5215
tt4074958,5.5,735
tt4075022,5.8,110
tt4075038,6.1,1419
tt4075092,7.1,943
tt4075144,8.8,352
tt4075182,7.5,325
tt4075196,5.1,426
tt4075230,6.1,266
tt4075322,4.5,1023
tt4075346,8.0,730
tt4075368,8.0,946
tt4075386,6.7,2267
tt4075458,6.0,842
tt4075488,6.3,376
tt4075520,6.4,1300
tt4075550,8.7,1246
tt4075560,8.2,973
tt4075578,7.4,1133
tt4075670,7.6,117
tt4075826,8.1,1432
tt4075856,8.2,114
tt4075888,8.4,111
tt4076058,7.0,2236
tt4076164,4.6,518
tt4076258,7.2,131
tt4076326,6.1,214
tt4076344,2.9,131
tt4076608,8.0,434
tt4076756,7.2,1065
tt4076760,4.5,4920
tt4076766,5.0,113
tt4076818,6.8,147
tt4076824,3.1,485
tt4076916,5.0,309
tt4076926,4.4,1777
tt4076934,5.9,2153
tt4076956,4.7,187
tt4076980,4.6,1503
tt4077118,6.0,499
tt4077218,7.9,213
tt4077500,7.5,124
tt4077528,6.8,151
tt4077554,9.3,45921
tt4077734,5.5,140
tt4077742,5.8,331
tt4077768,4.8,340
tt4077848,8.2,505
tt4077872,7.5,366
tt4077876,9.0,441
tt4077884,7.6,350
tt4077890,8.4,375
tt4077894,8.0,308
tt4077902,7.8,351
tt4077920,7.8,293
tt4077926,7.1,308
tt4077930,7.8,312
tt4077942,7.7,282
tt4077950,7.6,266
tt4077954,7.9,273
tt4077958,7.8,270
tt4077960,7.5,289
tt4077970,7.4,250
tt4077980,8.2,250
tt4077982,8.0,259
tt4077984,7.8,250
tt4077992,8.0,241
tt4077994,9.4,477
tt4078012,8.2,261
tt4078022,8.3,249
tt4078036,8.2,252
tt4078044,7.9,231
tt4078064,8.1,233
tt4078070,7.6,245
tt4078072,7.9,242
tt4078080,7.8,274
tt4078086,7.5,225
tt4078104,8.4,254
tt4078106,7.9,211
tt4078110,8.2,264
tt4078112,7.9,219
tt4078120,7.8,227
tt4078124,8.2,252
tt4078126,8.4,252
tt4078128,8.6,286
tt4078160,4.3,1408
tt4078162,4.9,166
tt4078252,7.6,531
tt4078338,8.5,1970
tt4078562,8.2,156
tt4078580,8.2,3102
tt4078600,8.0,778
tt4078652,8.2,185
tt4078672,6.0,296
tt4078744,7.4,321
tt4078856,7.7,1698
tt4078984,8.5,604
tt4079084,8.1,539
tt4079142,7.5,454
tt4079152,7.1,1557
tt4079154,7.6,102
tt4079214,7.9,588
tt4079308,8.9,236
tt4079332,6.4,245
tt4079388,6.6,269
tt4079566,7.3,129
tt4079620,7.9,417
tt4079744,8.3,395
tt4079776,5.8,1166
tt4079782,5.9,1039
tt4079902,7.3,474
tt4079922,6.3,135
tt4079926,6.3,877
